sr,title,note,download,extension,numD,sizeTxt,sizeKB,category,remarks,no. of data rows,no. of columns,narrow or wide(pivoted)
368,Paved Roads and Usuable footpaths,Paved Roads and Usuable footpaths -- 2016,http://opendata.punecorporation.org/Citizen/CitizenDatasets/Download/124?filepath=%2FDocuments%2F124%2FPaved%20Roads%20and%20Usuable%20footpaths.xlsx,xlsx,890,11.39 kb,11,infrastructure,,,,
369,Street Poles,Street Poles -- 2016,http://opendata.punecorporation.org/Citizen/CitizenDatasets/Download/121?filepath=%2FDocuments%2F121%2FStreet%20Poles.xlsx,xlsx,601,13.16 kb,13,infrastructure,,,,
370,Solid Waste Details,Solid Waste Details -- 2016,http://opendata.punecorporation.org/Citizen/CitizenDatasets/Download/118?filepath=%2FDocuments%2F118%2FSolid%20Waste%20Details.xlsx,xlsx,706,12.68 kb,13,waste management,,,,
371,Underground Drainage Connection,Prabhag wise -- Underground Drainage Connection -- 2016,http://opendata.punecorporation.org/Citizen/CitizenDatasets/Download/115?filepath=%2FDocuments%2F115%2FUnderground%20Drainage%20Connection.xlsx,xlsx,673,11.38 kb,11,waste management,,,,
372,BRT & Non BRT Route Details & Bus Stop LatLong,All Route Details & Bus Stop Latlong,http://opendata.punecorporation.org/Citizen/CitizenDatasets/Download/112?filepath=%2FDocuments%2F112%2FBRT%20%26%20Non%20BRT%20Route%20Details%20%26%20Bus%20Stop%20LatLong.xls,xls,1244,6.5 mb,6656,bus,,,,
373,Work Participation Ratio,Work Participation Ratio -- 2001,http://opendata.punecorporation.org/Citizen/CitizenDatasets/Download/108?filepath=%2FDocuments%2F108%2FWork%20Participation%20Ratio.xlsx,xlsx,555,8.31 kb,8,population,,,,
374,"Micro, Small and Medium Enterprises","Micro, Small and Medium Enterprises",http://opendata.punecorporation.org/Citizen/CitizenDatasets/Download/105?filepath=%2FDocuments%2F105%2FMicro%2C%20Small%20and%20Medium%20Enterprises.xlsx,xlsx,665,8.11 kb,8,infrastructure,,,,
375,Census population of slums,Census population of slums -- 2009,http://opendata.punecorporation.org/Citizen/CitizenDatasets/Download/102?filepath=%2FDocuments%2F102%2FCensus%20population%20of%20slums.xlsx,xlsx,680,8.22 kb,8,slum,,,,
376,Wardwise analysis of slums,Wardwise analysis of slums -- 2009,http://opendata.punecorporation.org/Citizen/CitizenDatasets/Download/99?filepath=%2FDocuments%2F99%2FWardwise%20analysis%20of%20slums.xlsx,xlsx,618,9.41 kb,9,slum,,,,
377,Township details in Pune,Township details in Pune 2009,http://opendata.punecorporation.org/Citizen/CitizenDatasets/Download/96?filepath=%2FDocuments%2F96%2FTownship%20details%20in%20Pune.xlsx,xlsx,653,8.96 kb,9,infrastructure,,,,
378,Land utilization,Land utilization -- 2001,http://opendata.punecorporation.org/Citizen/CitizenDatasets/Download/93?filepath=%2FDocuments%2F93%2FLand%20utilization.xlsx,xlsx,599,10.26 kb,10,infrastructure,,,,
379,Length of rivers in PMC area,Length of rivers in PMC area -- 2012,http://opendata.punecorporation.org/Citizen/CitizenDatasets/Download/90?filepath=%2FDocuments%2F90%2FLength%20of%20rivers%20in%20PMC%20area.xlsx,xlsx,606,8.32 kb,8,environment,,,,
380,Existing sewerage system in Pune City,Existing sewerage system in Pune City -- 2012,http://opendata.punecorporation.org/Citizen/CitizenDatasets/Download/87?filepath=%2FDocuments%2F87%2FExisting%20sewerage%20system%20in%20Pune%20City.xlsx,xlsx,600,8.25 kb,8,treatment,,,,
381,Detailed water supply distribution in Pune City,Detailed water supply distribution in Pune City -- 2012,http://opendata.punecorporation.org/Citizen/CitizenDatasets/Download/83?filepath=%2FDocuments%2F83%2FDetailed%20water%20supply%20distribution%20in%20Pune%20City.xlsx,xlsx,790,8.35 kb,8,water,,,,
382,Ward wise collection of waste by hotel trucks,Ward wise collection of waste by hotel trucks,http://opendata.punecorporation.org/Citizen/CitizenDatasets/Download/80?filepath=%2FDocuments%2F80%2FWard%20wise%20collection%20of%20waste%20by%20hotel%20trucks.xlsx,xlsx,571,8.81 kb,9,waste management,,,,
383,Road Types,Road Types 2012,http://opendata.punecorporation.org/Citizen/CitizenDatasets/Download/77?filepath=%2FDocuments%2F77%2FRoad%20Types.xlsx,xlsx,680,8.53 kb,9,transport,,,,
384,Cycle Tracks,"Cycle tracks in Pune City, 2012",http://opendata.punecorporation.org/Citizen/CitizenDatasets/Download/74?filepath=%2FDocuments%2F74%2FCycle%20Tracks.xlsx,xlsx,589,9.17 kb,9,transport,,,,
385,Declared and Undeclared Slum,Declared and Undeclared Slum,http://opendata.punecorporation.org/Citizen/CitizenDatasets/Download/71?filepath=%2FDocuments%2F71%2FDeclared%20and%20Undeclared%20Slum.xlsx,xlsx,637,8.74 kb,9,slum,,,,
386,Tree Count,"Source: Garden Department, Pune Ma.Na.Pa",http://opendata.punecorporation.org/Citizen/CitizenDatasets/Download/68?filepath=%2FDocuments%2F68%2FTree%20Count.xlsx,xlsx,727,8.97 kb,9,environment,,,,
387,School List,"Socio Economic Survey of Pune City: 2008--2009, Karve Institute of Social Service, B.D.Karve Research and Consultancy Cell",http://opendata.punecorporation.org/Citizen/CitizenDatasets/Download/65?filepath=%2FDocuments%2F65%2FSchool%20List.xlsx,xlsx,771,8.6 kb,9,education,,,,
388,STATISTICAL REPORT & DETAIL INFORMATION OF DEC. 2016,STATISTICAL REPORT & DETAIL INFORMATION OF DEC. 2016 OF PMPML,http://opendata.punecorporation.org/Citizen/CitizenDatasets/Download/62?filepath=%2FDocuments%2F62%2FSTATISTICAL%20REPORT%20%26%20DETAIL%20INFORMATION%20OF%20DEC.%202016.xls,xls,670,47.5 kb,48,bus,,,,
389,Monthly Air pollutants concentration for FY 2015,"monthly air pollutants data containind Nitrates, Sulphates, Particulate matter, Carbon Monoxide and ozone.",http://opendata.punecorporation.org/Citizen/CitizenDatasets/Download/59?filepath=%2FDocuments%2F59%2FMonthly%20Air%20pollutants%20concentration.xlsx,xlsx,664,18.66 kb,19,air pollution,,,,
390,Route Mapping -- English,Data set provides information about the BRTS route and stops information with there longitude and latitude.,http://opendata.punecorporation.org/Citizen/CitizenDatasets/Download/56?filepath=%2FDocuments%2F56%2FRoute%20Mapping%20--%20English%20.xlsx,xlsx,930,1.88 mb,1925,bus,,,,
391,List of Hawkers/ Vendors in Hadapsar ward office,"The data set include Temporary Hawker ID, Full Name, Name of Business, Business Address and Grade for Hawkers in Hadapasar ward office area.",http://opendata.punecorporation.org/Citizen/CitizenDatasets/Download/53?filepath=%2FDocuments%2F53%2Fdataset.pdf,pdf,381,921.49 kb,921,hawker--vendor,,,,
392,List of Hawkers/ Vendors in Dhankawdi ward office,"The data set include Temporary Hawker ID, Full Name, Name of Business, Business Address and Grade for Hawkers in Dhankawdi ward office area.",http://opendata.punecorporation.org/Citizen/CitizenDatasets/Download/50?filepath=%2FDocuments%2F50%2Fdataset.pdf,pdf,368,1 mb,1024,hawker--vendor,,,,
393,List of Hawkers/ Vendors in Aundh ward office,"The data set (currently in Marathi) include Temporary Hawker ID, Full Name, Name of Business, Business Address and Grade for Hawkers in Aundh ward office area.",http://opendata.punecorporation.org/Citizen/CitizenDatasets/Download/47?filepath=%2FDocuments%2F47%2Fdataset.pdf,pdf,251,690.15 kb,690,hawker--vendor,,,,
394,Census 2011 ward office wise,The data set include details of population as per different ward offices in PMC area (urban).,http://opendata.punecorporation.org/Citizen/CitizenDatasets/Download/44?filepath=%2FDocuments%2F44%2Fdataset.pdf,pdf,1476,83.64 kb,84,population,,,,
395,Pune City Sanitation Plan 2012,"The data set is a report submitted by PMC to MoUD. The report consists of details such as National Urban Sanitation Policy and City Level Planning, Toilet Facilities, Sewerage System in PMC, etc.",http://opendata.punecorporation.org/Citizen/CitizenDatasets/Download/41?filepath=%2FDocuments%2F41%2Fdataset.pdf,pdf,1566,29.41 mb,30116,sanitation,,,,
396,Public Toilet Policy Document,"this data set is a report for standard framework for public toilets. The document include description of applicability, standard framework for design, framework for toilet maintenance, managerial process, etc.",http://opendata.punecorporation.org/Citizen/CitizenDatasets/Download/38?filepath=%2FDocuments%2F38%2Fdataset.pdf,pdf,540,5.31 mb,5437,toilet,,,,
397,Information on mechanical compost project,Data set include list mechanical compost plants and amount of waste processed (in metric tonnes) for the month of April & May 2016. (in Marathi),http://opendata.punecorporation.org/Citizen/CitizenDatasets/Download/35?filepath=%2FDocuments%2F35%2Fdataset.pdf,pdf,251,21.11 kb,21,waste management,,,,
398,"Year wise details of property tax demand, arrears, collections","This data set is provided by property tax department with values for year wise arrears, demand, total demand, collections and total dues. (updated 21 Aug 2016)",http://opendata.punecorporation.org/Citizen/CitizenDatasets/Download/32?filepath=%2FDocuments%2F32%2FYear%20wise%20details%20of%20property%20tax%20demand%2C%20arrears%2C%20collections.xlsx,xlsx,654,19.12 kb,19,property tax,,,,
399,Pollution Abatement of river Mula Mutha under NRCP 2015 -- JICA,This data set provide details of project costing for JICA project for pollution abatement of Mula Mutha river under NRCP 2015.,http://opendata.punecorporation.org/Citizen/CitizenDatasets/Download/29?filepath=%2FDocuments%2F29%2Fdataset.xlsx,xlsx,568,10.08 kb,10,water pollution,,,,
400,Details of grievances received through Grievance web portal--Jan 2006 to Sep 2016,"The data set provides the details of all grievances logged on Grievance web portal (from Jan 2006 till 30 Sep 2016). The details are shown with details such as Token No. Complaint Type, Complaint Sub--type, Complaint Date, Due Date, Officer Name and Stage.",http://opendata.punecorporation.org/Citizen/CitizenDatasets/Download/26?filepath=%2FDocuments%2F26%2Fdataset.CSV,csv,590,1.43 mb,1464,complaints,,,,
401,"Slum Rehab-- Bibwewadi, slum locations on satellite image",The file shows satellite image (boundary) of all slums in Bibwewadi administrative ward area and details of slum pockets in respective electoral wards.,http://opendata.punecorporation.org/Citizen/CitizenDatasets/Download/23?filepath=%2FDocuments%2F23%2Fdataset.pdf,pdf,276,2.08 mb,2130,slum,,,,
402,"Slum Rehab-- Bhavani Peth, Slum Locations on satellite image",The file shows satellite image (boundary) of all slums in Bhavani peth administrative ward area and details of slum pockets in respective electoral wards.,http://opendata.punecorporation.org/Citizen/CitizenDatasets/Download/20?filepath=%2FDocuments%2F20%2Fdataset.pdf,pdf,218,1.54 mb,1577,slum,,,,
403,City Census Department Contact List,"The data set include contact details, such as email id and contact details, for officers from city census department.",http://opendata.punecorporation.org/Citizen/CitizenDatasets/Download/17?filepath=%2FDocuments%2F17%2Fdataset.xlsx,xlsx,970,11.79 kb,12,population,,,,
404,City Census-- Census Population Data 1991,"Data of census 1991 of Pune Municipal Corporation Published by CENSUS OF INDIA. The details include Total Population in the age group (0--6), population of Literates and illiterates, etc.",http://opendata.punecorporation.org/Citizen/CitizenDatasets/Download/14?filepath=%2FDocuments%2F14%2Fdataset.xlsx,xlsx,835,34.48 kb,34,population,,,,
405,"Property tax bank collection centers with address, latitude and longitude details","Property tax department of PMC provide several options for a citizen to pay property tax. This data set include details of all ICICI bank collection centers with branch name, address, location (latitude and longitude) details.",http://opendata.punecorporation.org/Citizen/CitizenDatasets/Download/11?filepath=%2FDocuments%2F11%2Fdataset.xlsx,xlsx,595,17.9 kb,18,property tax,,,,
406,List of various utilities/ facilities in PMC area with latitude & longitude details,"List of various utilities/ facilities such as swimming pools, auditoriums, mandai, sight seeing places, pumping stations, entertainment centers, etc. which are managed by PMC with their location (latitude & longitude) details.",http://opendata.punecorporation.org/Citizen/CitizenDatasets/Download/8?filepath=%2FDocuments%2F8%2Fdataset.xls,xls,978,57.5 kb,58,infrastructure,,,,
407,"List of PMC run schools with ward name, latitude and longitude details","List of PMC managed/ run schools with ward name, prabhag (electoral ward) name and location (latitude & longitude) details",http://opendata.punecorporation.org/Citizen/CitizenDatasets/Download/5?filepath=%2FDocuments%2F5%2Fdataset.xls,xls,861,43 kb,43,education,,,,
408,"List of Gardens in PMC with ward name, latitude and longitude details","List of various gardens managed by PMC with ward name, prabhag (electoral ward name) and location (latitude, longitude) details.",http://opendata.punecorporation.org/Citizen/CitizenDatasets/Download/2?filepath=%2FDocuments%2F2%2Fdataset.xls,xls,797,21.5 kb,22,infrastructure,,,,
